,output_esp,output_eng
383,"A #Trump no le interesa #Venezuela el miente     "," This is literally enough reason to vote  in. Thanks . These liberal morons give us too many reasons to vote for #Trump."
384,"Los #venezolanos se va a quedar sentados esperando que #Trump saque a su amigo el dictador       "," #Trump has wanted to destroy #ACA since day one , but has never brought a replacement to the table. He has no plan. He just wants it gone. His biggest campaign promise, #FAIL.
"
385,"  Entonces, por qué estáis abandonando a los #madrileños a su suerte frente al #COVID__19 manteniendo en el poder a la #Trump española? .
"," &amp; his bootlickers in the  constantly screamed 1) corruption 2)great political crime 3)charge Obama/Biden 4) they unmasked (which isn't illegal) and now??! Nothing! No charges, no more investigation, no findings of wrong-just more #Trump BULL
"
386,"Hoy en el #DiaMundialDelLavadoDeManos #JuanitoCorrupto echa todas las culpas a la corrupción pero nada a su bloqueo con #Trump  y mientras nos las vemos más serios que Andrés Bello él ya cuadró sus Navidades Felices     "," #Trump didn't look out for you, during the #TrumpCovid19  #hedgefunds, #mutualfunds, the #wealthy &amp; #TheSwamp  benefited.     
"
387,"#CommanderInChief canción dedicada al fanfarrón de #Trump genial   ","#Trump is like watching a washed up comedian, hoping to get one more Laugh.    
"
388,"#Twitter suspendió la cuenta de la campaña del presidente estadounidense, #DonaldTrump, por haber compartido un vídeo en el que atacaba a su rival, #JoeBiden.  Aquí los detalles 👉   
","Live: #Trump holds 'MAGA' rally in #Iowa   via "
389,"Donald Trump continúa realizando su campaña sin distancia física. ¿Qué opinas de esta acción? 😮    ","     Giiirrll, Boo! No one wants to watch that mess except for females like you who are crushing on #Trump. I hear that he's in the market for a new diaper changer 💩
"
390,"Donald Trump continúa realizando su campaña sin distancia física. ¿Qué opinas de esta acción? 😮    ","#MichaelJackson’s Billie Jean was featured at #DonaldTrump’s Rally tonight; the last Song before the #POTUS made his appearance‼️"
391,"Que el #Tuesday3November GANE #DonaldTrump   será la mayor alegría mundial para la derecha internacional y la mía propia. En 2021-2025 el Presidente pondrá fin al brote comunista surgido en Venezuela en 1999 y en España en 2020 con Iglesias en el Gobierno.","    Ah, I was only a CPT (as per my avatar), but even I know it is not Kosher for the #Trump campaign to use Gen Milley in a campaign ad. Their campaign is managed by rank amateurs
"
392,"#Trump amenaza con una ""gran demanda"" después de que #Twitter bloquea brevemente la cuenta de su campaña en donde compartió información fraudulenta sobre #JoeBiden y #HunterBiden .
","A trade deal with #Trump could open up our #NHS to US corporations. Take action to stop it:  "
393,"#Twitter restringe temporalmente la cuenta de la campaña electoral de #Trump por un video sobre el hijo de Joe Biden  ","#Trump claimed spying, Durham report said, ""bullsh*t"" (it wasn't) and now all of a sudden we find the real spys #ImagineThat (the #TrumpAdministration). ROTF-LMFAO #Shame  Trump claims Hunter&amp;apos;s laptop revelations show Biden family &amp;apos;grifters&amp;apos;  
"
394,"#EstadosUnidos | Barron, el hijo menor del presidente #DonaldTrump, dio positivo al #coronavirus después de que sus padres contrajeran la enfermedad, pero no experimentó síntomas y desde entonces ha dado negativo, reveló la primera dama, #MelaniaTrump.    
","#Trump announces the guy he called up on stage (because Basketball? or Wrestling?) will be awarded the Presidential Medal of Honor and then makes him take the mic (that he's been spitting all over for an hour) and give a speech (that is complimentary to him, obviously).
"
395,"🇺🇸 USA | Estados Unidos | EE.UU.  Twitter ha restringido temporalmente la cuenta de campaña electoral del presidente Donald #Trump por un vídeo sobre el hijo del candidato presidencial demócrata Joe          ","  Your #ignorance is lame GOV. of Minn. said 80% of arrestees were out of state agitators w/ ties 2 #WhiteSupremacist GROUPS A #FalsePretense used to justify escalating violence against liberals/protesters #Insurrection means #Trump's ineligible to hold office You're in a   "
396,"Super Trump. Por    #EleccionesUSA #HispanosUSA #EEUU #DonaldTrump #RafaelBardají vía   ","My parlor handle is Christinamann2,  I'm doing my best to learn the format. This censorship is scary. #Trump2020 #DonaldTrump #VoteRedToSaveAmerica2020 #VoterIDNow   
"
397,"#RT : #EstadosUnidos | Barron, el hijo menor del presidente #DonaldTrump, dio positivo al #coronavirus después de que sus padres contrajeran la enfermedad, pero no experimentó síntomas y desde entonces ha dado negativo, reveló la primera dama, …  
"," hey sleepy joe you know this man yea hes doing sooooooo well hes not doing any drugs hey joe thats a crack pipe in your sons mouth sleeping he looks like shit he needs more help if you cant help your son how do you expect to help the USA     "
398,"Enjoy!     ","  Stop censoring people and the truth, we all know if this was  this would be trending!     
"
399,"Y Claro #Biden se defiende  Dicen que #Trump es viejo y #Biden tendria q estar en un asilo de abuelos 😅😁😄😀😀🙃'viejo chocho'  Ni muelas le quedan..y hasta bastón dicen que usa para levantarse del sillón...  ","#DonaldTrump  his priorities aren't his kids or our country.   "
400,"#15Oct #Entretenimiento #Trump y #Biden medirán fuerzas por audiencia televisiva en      ","Is it reckless to hope #Trump might actually be defeated?  "
401,"Si:  -Gana #Trump 🇺🇸  -Encarcelan a #Calderon 🐀  -La #4T arrasa en el 2021🗳️  Para mi seria una clara desconexión entre los #medios de comunicación 📺 y la realidad.  ¿Cómo explicarían los TVctuales p.e. que con pandemia, inseguridad y crisis económica la gente respalde a #AMLO?
","#Trump is grasping at straws from 2016 because he's gonna lose and his campaign has nothing to build on. Get this lying clown out of OUR house! If you want to go back to 2016, stop the rushed #SCOTUS appointment, you hypocritical Muppets!   
"
402,"A 3 semanas de las elecciones, #Trump se rehúsa a modificar su campaña o lanzar mensajes más unificadores. 🇺🇸   
","#ConvictedBigot #Branstad tells another tall tale. Did #Trump teach him 2 lie w/ a straight face? Best covid response in US when our 14 day infection rate is bouncing twixt #1 &amp; #4 in the US? 61 nursing homes infected? Home rule on masks gutted?    "
403,"  Pareciera que #Lopez es hijo putativo de #Trump! Igual de p3ndejos!","The #Trump #superspreder event this that way. Giant billboard in Iowa directs people looking for campaign rally to ‘Trump Covid superspreader event’   "
404,"El catire MR #TRUMP pago  Muchos millones $ durante toda su vida, en los últimos 2 años también  Pago MILLONES no $750 como dicen, investiguen bien...este señor JOE BIDEN es un corrupto PEDÓFILO LADRÓN  Esa es la verdad...  
","I suspect we will never hear #Trump say much about fact his own son infected with #COVID19 due to his recklessness. Poor kid... child abuse. I am sure Trump scolds him for coughing and saying he's sick. LIke his own father, hates weakness... monster.
"
405,"A 3 semanas de las elecciones, #Trump se rehúsa a modificar su campaña o lanzar mensajes más unificadores.   
","    There is NOTHING MORALE about #Trump. He is a Lying Cheating Conman! I know first hand ~ signed Trump University Class of 2006 that didn’t get ANY $ back!  That BS aside, let’s talk Sports! The Steelers, Green Bay &amp; the Titans are all 4-0. They haven’t played their 5th Game‼️
"
406,"Biden supera a Trump por 11 puntos a menos de 3 semanas de las elecciones: encuesta de WSJ/NBC      ","Hellooooo!!  No Duh!    #Trump #MarketManipulation #InsiderTrading  As #coronavirus  Spread Early On, Reports of #TrumpAdministration Briefings Fueled Sell-Off  
"
407,"Mayoría de estadounidenses critica manejo de #Trump de la    ","   #Trump2020 #BLM #obama #VoteRed #BidenHarris2020 #Blacklivesmatter #mikepence #Debates2020 #KamalaHarris #KamalaHarrisVP #biden #riots #hunterbidden #AOC #Trump #IlhanOmar #gavinnewsom #tedwheeler #GretchenWhitmer &gt;&gt; This is only the begining its going to get worse!  "
408," China wants Biden, Cuba wants Biden, Venezuela wants Biden, Irán wants Biden. Y tu wants Biden. alguna duda? todos son comunista. culpa a #Trump hasta prque le dio dolor d cabeza. Ya publicaste la denuncia del hijo de #Biden? Si fuera #Trump estarías haciendo un programa especial
"," 🚨 “A Man is Known by the Company he Keeps”       #TrumpMustGo   Look at the People #Trump associates with:   Roger Stone  Paul Manafort  PEDOPHILE Jeffery Epstein &amp; Ghislaine Maxwell  Steve Bannon  Michael Flynn  George Nader  #TrumpCrimeFamily MUST GO!"
409,"En los estados #péndulo, donde las votaciones suelen ser reñidas entre los #demócratas y #republicanos, #Biden solo supera a #Trump por 4.9 puntos, una señal de que aún no está cantada la victoria del demócrata. De hecho, vale la pena recordar que, a mediados de octubre de 2016..  
","#Trump son #Barron tested positive for #COVID19, says Melania Trump  
"
410,"Twitter suspende por varias horas la cuenta de la campaña electoral de Trump         ","  He certainly had the advantage over his people. If he was captain I couldn't see him going down with a sinking ship. No honorable death for him! So wrong on so many levels and now he thinks he's the #Messiah re-incarnate. He's frightening! "
411,"¿Qué trama #Trump, seguir amenazando a #Venezuela; asegurar presencia naval permanente en el área del Caribe y las Américas, como la hacía otrora con las Cañoneras? ¿Qué pretende, que le llamen el TÍO TRUMP?  
","#Trump: You always want to try to figure out what makes a champion? I mean you have great champions and they're all different but they're champions and nobody knows why.  I thought it was because of midichlorians."
412,"El perrito faldero de #Trump y presidente pro fascista de #Brasil, #BolCIAnaro, ataca a la izquierda y el socialismo, con referencia a #Argentina, #Venezuela y #Cuba, y defiende a Macri. Debiera ocuparse de la #Covid19, el hambre, la deforestación y la violencia en su país.  
","#Trump blasts #Facebook, #Twitter for censoring article critical of Biden  
"
413,"Te compartimos la #FraseDelDía de la cantante #DemiLovato, cuya nueva canción #CommanderInChief está dirigida al presidente de #EUA, #DonaldTrump.  
"," Another “best people” from #Trump. #AmyConeyBarrett     "
414,"Este es el documental que acusa a #DonaldTrump de narcisista maligno, un trastorno mental con el que nadie podría o debería liderar una nación.  
","#Trump #Struggles to #Mount #Clear #ClosingArgument       ""Less than 3 weeks before #electionday, #Trump’s lack of a #consistent &amp; #coherent closing argument is alarming some #Republicans, raising fears among his allies that his #undisciplined approach to..
"
