,output 1,output 2,output 3,output 4
10,"{'sequence': '#Elecciones 🇺🇸🇺🇸🇺🇸 Muchos tratan de evitar las grandes multitudes que se esperan para el día de las elecciones, el 3 de noviembre. #Trump sigue detrás de #Biden en las encuestas.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9536572098731995]}","{'sequence': '🇺🇸🗳 #Trump vs. #Biden este 3 de noviembre. Sigue la mejor cobertura de las elecciones de Estados Unidos por .   \r', 'labels': ['Trump'], 'scores': [0.9427766799926758]}","{'sequence': 'El impacto económico del #COVID19 dificulta la reelección de #Trump. La ausencia de legislación laboral homologable a los ERTE o el Kurzarbeit alemán implica una destrucción de empleo sin precedentes: 22 millones de puestos de trabajo.    \r', 'labels': ['Trump'], 'scores': [0.8895101547241211]}","{'sequence': '|#DiarioLibreUSA | Trump reprocha a Facebook y a Twitter por censurar un artículo crítico hacia Biden  Amplía aquí        \r', 'labels': ['Trump'], 'scores': [0.8521203398704529]}"
11,"{'sequence': '#Barron, hijo de #DonaldTrump, da positivo a #coronavirus.   \r\n\r', 'labels': ['Trump'], 'scores': [0.9176185131072998]}","{'sequence': '📌 ¿Cómo llegó #Trump a la primera magistratura habiendo perdido el voto popular? La respuesta está en las características del sistema electoral estadounidense 🕵🏾   🔸🔸 Leer más👇🏾       \r', 'labels': ['Trump'], 'scores': [0.9174726605415344]}","{'sequence': '》》》menos mal que el catire MR #TRUMP está  perdiendo en las encuestas con el viejo cagalitroso  🤪👆😂😂😂😎👆👆👇👇👇  \r', 'labels': ['Trump'], 'scores': [0.1909378468990326]}","{'sequence': '#Biden mantiene el leve margen de ventaja sobre #Trump, con 49 % y 47 % respectivamente, según la encuesta solicitada por #AARP, una organización sin ánimo de lucro  \r\n\r', 'labels': ['Trump'], 'scores': [0.20544013381004333]}"
12,"{'sequence': '#EsterilizaciónForzada | #Georgia es uno de los Estados en los que peor la pasan nuestros #migrantes. A pesar de que hay menos migrantes que en otros Estados, existe más #racismo y #discriminación que se potencializan con las políticas de #Trump. #EstadosUnidos   \r\n\r', 'labels': ['Trump'], 'scores': [0.8236010074615479]}","{'sequence': '#Elecciones2020 El presidente #DonaldTrump viajó a Iowa para encabezar otro mitin con sus seguidores.  Te contamos los detalles en #OnceNoticias.  \r', 'labels': ['Trump'], 'scores': [0.8988507390022278]}","{'sequence': '📣 Las noticias del día:  ➡️ #Trump minimiza la pandemia hablando de la recuperación de su hijo Barron, quien dio positivo por #coronavirus.   ➡️  En 46 estados del país aumentan los casos de #COVID19.  ➡️ #California en alerta por calor e incendios.    \r\n\r', 'labels': ['Trump'], 'scores': [0.5076276659965515]}","{'sequence': 'No cuenten los pollos antes de nacer. #Trump no perderá esas elecciones...la gente no es gafa. #Biden tiene demasiada cola de paja y se la está quemando su rePUTAción.  \r', 'labels': ['Trump'], 'scores': [0.9550325870513916]}"
13,"{'sequence': ' El único país que no fue devastado económicamente  por la pandemia fueron los CHINOS ... murieron millones, propagaron el virus, compraron la OMS, se fortaleció su economía, les guste o no el único que les ha puesto un freno es #DonaldTrump por eso \r\n\r', 'labels': ['Trump'], 'scores': [0.7512176632881165]}","{'sequence': ' Queremos saber sobre el tema que los medios sacan y que le salpica a Biden como un extorsionador y a su hijo sacando ventajas económicas en Ukrania! Que hay de eso; Quien va a aclarar? #BidenHarris2020? o el culpable es #Trump  atendàmos #LatinosForTrump a ver que dicen!\r', 'labels': ['Trump'], 'scores': [0.8120580315589905]}","{'sequence': '#Serviciomilitar de la Segunda Guerra Mundial Ningún record fue encontrado. Según su biografía de Wikipedia, Fred C. #Trump trabajaba como desarrollador inmobiliario cerca de Norfolk, Virginia, durante la guerra, proporcionando vivienda al personal de la marina y sus familias  \r\n\r', 'labels': ['Trump'], 'scores': [0.8845230340957642]}","{'sequence': '#Tiffany, la hija menos conocida de #DonaldTrump, celebra su cumpleaños a puro lujo en   \r\n\r', 'labels': ['Trump'], 'scores': [0.6341522336006165]}"
14,"{'sequence': '#Internacionales Campañas de #Trump y #Biden intensifican sus actos en estados clave  Más información:    \r', 'labels': ['Trump'], 'scores': [0.9279022216796875]}","{'sequence': '  Venezolanos y Cubanos no se dejen lavar el cerebro dejen al hijo  delsenador tranquilo #JoeBidenKamalaHarris2020 corruptos #TrumpIsNotAmerica ya pasará como presidente no presidencial fascista y delincuente estafador de impuestos #trump no ayudará a Venezuela\r', 'labels': ['Trump'], 'scores': [0.7513120174407959]}","{'sequence': 'Trump exige a Biden que revele de ""inmediato"" el supuesto delito de tráfico de influencias de su hijo Hunter -       \r\n\r', 'labels': ['Trump'], 'scores': [0.7944612503051758]}","{'sequence': 'De cara a las elecciones presidenciales en EEUU🇺🇲, este especial te presenta las biografías de #DonaldTrump y #JoeBiden.  THE CHOICE 2020: TRUMP VS. BIDEN, míralo esta noche por  y estés donde estés por  📲💻  🇦🇷🇺🇾🇨🇴🇪🇨🇵🇪 22:30hs | 🇨🇱 23:30hs  \r\n\r', 'labels': ['Trump'], 'scores': [0.9273372292518616]}"
15,"{'sequence': 'Por favor explíquenme por que esto me hace reír tanto.. ""La administración #Trump va a poner como prioridad el Trade Deal con China en su segundo periodo""😂😂 Que pasó con la firma de la fase 1? 😂😂   \r\n\r', 'labels': ['Trump'], 'scores': [0.9292702674865723]}","{'sequence': '‼️🇺🇸🇻🇪 La victoria de Trump sería más positiva que la de Biden para acabar con el régimen de Maduro Nos lo cuenta   AQUÍ 👇    #Trump #VenezuelaLibre #Trump2020 #Election2020     \r', 'labels': ['Trump'], 'scores': [0.9576835036277771]}","{'sequence': '👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en .  \r', 'labels': ['Trump'], 'scores': [0.7974098324775696]}","{'sequence': '#Trump y #Biden aparecen hoy en #TV, ante la cancelación del #debate.   \r\n\r', 'labels': ['Trump'], 'scores': [0.9955628514289856]}"
16,"{'sequence': ""#NUEVO | 'Los Simpson' enumeran 50 razones para no votar por Donald #Trump en las próximas #elecciones. La lista completa aquí.    \r"", 'labels': ['Trump'], 'scores': [0.8571103811264038]}","{'sequence': 'Hijo menor de #Trump, Barron, dio positivo a #COVID19👉👉👉   \r\n\r', 'labels': ['Trump'], 'scores': [0.8878389000892639]}","{'sequence': 'El #TribunalSupremo avaló la decisión del presidente #Trump de dar por terminado el #Censo2020  ...  Hoy es el último día para poder llenar el formulario del censo ... ¡ No te quedes sin hacerte contar!  \r', 'labels': ['Trump'], 'scores': [0.5959309339523315]}","{'sequence': 'Trump podría elevar oferta de 1,8 billones de dólares de fondos estímulo para llegar a acuerdo con demócratas      \r\n\r', 'labels': ['Trump'], 'scores': [0.9614079594612122]}"
17,"{'sequence': 'Un minuto sobre socialismo, socialdemocracia y comunismo en #EEUU. #Elecciones #Trump #Biden 👇  \r\n\r', 'labels': ['Trump'], 'scores': [0.9423418045043945]}","{'sequence': ' Cuando uno reconoce el potencial en otro más allá de que no te simpatiza, es tomar en cuenta el impacto de a quién le das tu voto...ese señor es un Gerente en todos los sentidos #Trump .\r\n\r', 'labels': ['Trump'], 'scores': [0.9815865755081177]}","{'sequence': 'El #TribunalSupremo avaló la decisión del presidente #Trump de dar por terminado el #Censo2020  ...  Hoy es el último día para poder llenar el formulario del censo ... ¡ No te quedes sin hacerte contar!  \r', 'labels': ['Trump'], 'scores': [0.5959309339523315]}","{'sequence': 'Controversia por actos de Agentes de #DHS de los que #Morales aprobó su operación en #GT agentes asumen mal uso de recursos    \r', 'labels': ['Trump'], 'scores': [0.8832115530967712]}"
18,"{'sequence': 'Encuesta: #Biden supera por más de 8 puntos a #Trump en Michigan y Wisconsin.   \r', 'labels': ['Trump'], 'scores': [0.7951253056526184]}","{'sequence': 'Claramente los de #Biden querían impedir el segundo debate cara a cara con #Trump. Lo intentaron con la videollamada y ahora por separado. #Trump se lo come y quieren evitarlo. Cobardes! \r', 'labels': ['Trump'], 'scores': [0.6583836078643799]}","{'sequence': 'Radio Habana Cuba | #Barrett elude en Comité Judicial del Senado referirse a los poderes legales del presidente #Trump:   \r', 'labels': ['Trump'], 'scores': [0.6888027787208557]}","{'sequence': '👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en Imagen Televisión  \r', 'labels': ['Trump'], 'scores': [0.8226636052131653]}"
19,"{'sequence': '#Trump: “Los venezolanos verán cosas buenas pasar, siempre estaré con ellos”.   \r\n\r', 'labels': ['Trump'], 'scores': [0.961884617805481]}","{'sequence': 'A #Trump le quedan pocas cosas q hacer pa intentar ganar las elecciones. Ni contagiado con #COVID19 logró generar solidaridad y apoyo significativo de sus bases, mas bien rechazo  \r\n\r', 'labels': ['Trump'], 'scores': [0.28400376439094543]}","{'sequence': '#DonaldTrump #JoeBiden Duelo televisivo entre Trump y Biden: canales distintos y preguntas de los electores para sustituir el debate cancelado    \r', 'labels': ['Trump'], 'scores': [0.9586206674575806]}","{'sequence': '""#China liberó el virus al mundo y solo esta Administración los hará rendir cuentas"", indica presidente #Trump. Reitera sus acusaciones contra Pekín, que, en su opinión, trató en un primer momento de esconder la amenaza y no hizo nada para impedir a tiempo su propagación.  \r\n\r', 'labels': ['Trump'], 'scores': [0.938317596912384]}"
20,"{'sequence': '¿QUIÉN GANARÁ LAS ELECCIONES DE ESTADOS UNIDOS? | KATIUSKA ROMERO- Astróloga y Clarividente   via  #Trump or #Biden      \r', 'labels': ['Trump'], 'scores': [0.9484851360321045]}","{'sequence': 'Estados Unidos Express: algunas #encuestas sitúan la diferencia entre #Biden y #Trump en 17 puntos  \r', 'labels': ['Trump'], 'scores': [0.6958847641944885]}","{'sequence': ""Cuando #Trump se fotografió con una Biblia en la iglesia de Saint John's, el presidente iraní Hasán Rohaní condenó el hecho.    manejó la información.      \r\n\r"", 'labels': ['Trump'], 'scores': [0.9208256006240845]}","{'sequence': ""🕐 Todos son 'científicos', Twitter también 👉🏻   #⃣ #HoraPunta #Twitter #Facebook #Redessociales #DonaldTrump #Opinión por Alejandro A. Tagliavini  👥 \r\n\r"", 'labels': ['Trump'], 'scores': [0.9419609904289246]}"
21,"{'sequence': '#Wisconsin podría ser el punto de inflexión en la carrera entre #Trump y   \r', 'labels': ['Trump'], 'scores': [0.536156415939331]}","{'sequence': ' Saludos, estimado.   Yo con casi 9 meses de anticipación, sentía cuando #Trump iba a ganar. Pero no es el mismo escenario de hace unos años. Veo las cosas muy competitiva.   Espero el próximo debate, y ojalá afinen sus propuestas.   Un abrazo, Iván.\r\n\r', 'labels': ['Trump'], 'scores': [0.8124094605445862]}","{'sequence': 'Eventos televisivos sustituirán debate cara a cara entre #DonaldTrump y #JoeBiden este jueves. La decisión de los candidatos a las elecciones de #EEUU llega después de que Trump rechazara participar en el segundo ‘cara a cara’ con Biden  \r', 'labels': ['Trump'], 'scores': [0.7497647404670715]}","{'sequence': '#BBMAs Censuran la actuación de #DemiLovato contra #DonaldTrump en los #BillboardMusicAwards 2020         \r', 'labels': ['Trump'], 'scores': [0.8238913416862488]}"
22,"{'sequence': 'Barron Trump, de 14 años, hijo de #DonaldTrump y Melania Trump, también dio positivo para covid-19. Gracias.- \r\n\r', 'labels': ['Trump'], 'scores': [0.984080970287323]}","{'sequence': 'Instalado en la cultura del macho alfa, utilizando un lenguaje del ""con dos cojones"" y promocionando una visión clasista, racista y colonial del mundo... Y dirigiendo el mundo.... Con todas ustedes... Pene Trump! / PenisTrump! / Colabo para   .    \r\n\r', 'labels': ['Trump'], 'scores': [0.9750491976737976]}","{'sequence': ' “De alguna manera estaba agradecida por el hecho de que los tres estuviéramos pasando por lo mismo a la vez para que pudiéramos cuidarnos entre nosotros y pasar tiempo juntos”. #Melania #Trump revela que su hijo #Barron también tuvo #covid.      \r', 'labels': ['Trump'], 'scores': [0.9735303521156311]}","{'sequence': 'Las declaraciones fiscales de #Trump, y su conglomerado empresarial  revelaron que +200 empresas,  y gobiernos extranjeros con contratos en vigor con la administración pública han aportado millones de dólares a las empresas del propio Trump.   \r\n\r', 'labels': ['Trump'], 'scores': [0.9879776835441589]}"
23,"{'sequence': '#14Oct  | Campañas de #Trump y #Biden intensifican sus actos en estados clave  \r', 'labels': ['Trump'], 'scores': [0.9418144822120667]}","{'sequence': 'La Administración #Trump considerará agregar al grupo Ant de China a la lista negra comercial.  El Departamento de Estado de EEUU presentó una propuesta para agregar al Grupo #Ant de China a una lista negra comercial antes de que salga a bolsa.   \r', 'labels': ['Trump'], 'scores': [0.9828483462333679]}","{'sequence': 'Necesitamos un #Trump en Chile\r', 'labels': ['Trump'], 'scores': [0.979481041431427]}","{'sequence': 'Cuánto te paga la #CIA por hacerle campaña de #Trump y por hablar mal de #Venezuela?.   Entiendo que seas caucásico, pero eres de un país no racista llamado #Venezuela, así que tu campaña racista supremacista blanco la puedes hacer pero en   \r\n\r', 'labels': ['Trump'], 'scores': [0.42364373803138733]}"
24,"{'sequence': 'No le digan esto a los #Bidenlovers porque rápidamente buscan cualquier cosa absurda sobre #Trump.  \r', 'labels': ['Trump'], 'scores': [0.10222883522510529]}","{'sequence': '⚠️⚠️ Cuando #Trump gobierna en #Espana  🇪🇸   \r', 'labels': ['Trump'], 'scores': [0.9398350715637207]}","{'sequence': 'La primera dama de los Estados Unidos, Melania #Trump, anunció que dio negativo para el coronavirus, al tiempo que reveló que su hijo, Barron, dio positivo a la evaluación de #covid-19. 🦠😷  \r\n\r', 'labels': ['Trump'], 'scores': [0.942821741104126]}","{'sequence': 'El futuro de la democracia está a prueba frente a las acusaciones del presidente #Trump ante un fraude electoral.   \r', 'labels': ['Trump'], 'scores': [0.9715340733528137]}"
25,"{'sequence': '👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en .  \r', 'labels': ['Trump'], 'scores': [0.7974098324775696]}","{'sequence': '#Trump exige a #Biden que revele de ""inmediato"" el supuesto delito de tráfico de influencias de su hijo Hunter  \r\n\r', 'labels': ['Trump'], 'scores': [0.9165443778038025]}","{'sequence': 'Exacto, si queremos cambiar la politica destructiva de nuestro pais con el #MedioAmbiente , debemos votar por candidatos en nuestros distintos estados que apoyen la lucha contra el #cambioclimatico, no es solo derrotar a #Trump!    \r\n\r', 'labels': ['Trump'], 'scores': [0.25351789593696594]}","{'sequence': 'Entre los mayores de 70 años, #Trump le saca 21 puntos a #Biden (59 % – 38 %), contrariando versiones recientes de un repunte del demócrata entre estos adultos    \r\n\r', 'labels': ['Trump'], 'scores': [0.9757416844367981]}"
26,"{'sequence': '🇺🇸#EU | Steven Mnuchin afirma que #Trump le pidió seguir negociaciones para nuevo paquete de alivio por #coronavirus.   \r', 'labels': ['Trump'], 'scores': [0.9902792572975159]}","{'sequence': '#COVID 🇺🇸  Fauci (experto en enfermedades infecciosas) cada día nos cuenta una cosa.....alguna será cierta.  Ahora dice que puede haber una vacuna segura y efectiva par a abril. Esto también lo comentó #Trump en alguna ocasión.  \r', 'labels': ['Trump'], 'scores': [0.9876773953437805]}","{'sequence': '#15Oct  | Campañas de #Trump y #Biden intensifican sus actos en estados clave  \r', 'labels': ['Trump'], 'scores': [0.9405983090400696]}","{'sequence': 'A pesar de la política antihispana de #Trump, su gobierno ha afectado poco las relaciones económicas entre ambos países   ⚡    \r\n\r', 'labels': ['Trump'], 'scores': [0.7655017375946045]}"
27,"{'sequence': 'Tratamiento anti-#Covid que recibió #Trump no funcionará para todos: #Gates  No obstante, reconoció que de todas las terapias experimentales, la que recibió el mandatario estadounidense, es la más prometedora.  \r\n\r', 'labels': ['Trump'], 'scores': [0.1358923465013504]}","{'sequence': '#EstadosUnidos #DonaldTrump El hijo pequeño de Donald Trump también dio positivo por coronavirus    \r', 'labels': ['Trump'], 'scores': [0.8542453050613403]}","{'sequence': '‼️🇺🇸🇻🇪 La victoria de Trump sería más positiva que la de Biden para acabar con el régimen de Maduro Nos lo cuenta   AQUÍ 👇    #Trump #VenezuelaLibre #Trump2020 #Election2020     \r', 'labels': ['Trump'], 'scores': [0.9576835036277771]}","{'sequence': 'Facebook y Twitter censuran un articulo (negativo) sobre Joe #Biden por considerarlo dudoso (en periodo electoral) ¿Harían lo mismo con uno (negativo) sobre #Trump?    \r', 'labels': ['Trump'], 'scores': [0.2711116671562195]}"
28,"{'sequence': 'Luces, cámara… y ataque total: la batalla eterna de Hollywood contra Trump. #Hollywood #Trump #NoticiasDeCine #MovieReviewer   vía \r\n\r', 'labels': ['Trump'], 'scores': [0.9535394906997681]}","{'sequence': 'Hermoso... cuán difícil debió haber sido para CNN publicar esta noticia...     \r', 'labels': ['Trump'], 'scores': [0.1924356371164322]}","{'sequence': '📣 Las #noticias del día:  ➡️ #Trump minimiza la pandemia hablando de la recuperación de su hijo Barron, quien dio positivo por #coronavirus.   ➡️  En 46 estados del país aumentan los casos.  ➡️ #California en alerta por incendios.   👉🏻    \r\n\r', 'labels': ['Trump'], 'scores': [0.46239352226257324]}","{'sequence': 'Desde #Cuba leyendo que...Así de maltrecho #DonaldTrump está a 18 días de las elecciones, mientras  el ex presidente #BillClinton se reúne en #Miami con figuras cubanoamericanas para apoyar a #Biden      \r\n\r', 'labels': ['Trump'], 'scores': [0.5753303170204163]}"
29,"{'sequence': 'Barron, hijo menor de Donald y Melania #Trump, también dio positivo a #Covid-19   Así lo reveló Melania Trump a través de una carta difundida por la #CasaBlanca.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9847285747528076]}","{'sequence': 'Ya está disponible nuestro informe de apertura de los mercados financieros. El mejor análisis de la situación de las bolsas.  Hoy análisis de los futuros americanos #bolsa #trading #Ibex35 #EEUU #Trump #NASDAQ #Biden   #BCE No te lo pierdas  \r', 'labels': ['Trump'], 'scores': [0.9668547511100769]}","{'sequence': '⚪OPINIÓN | ""Entre las noticias de la #Covid-19 o las que genera el pandémico Donald #Trump siempre es posible encontrar un resquicio por el que se cuele un rayo crujiente de felicidad por efímero que sea"". Por Daniel Vázquez Sallés    \r\n\r', 'labels': ['Trump'], 'scores': [0.7142214179039001]}","{'sequence': 'A pocos días de las elecciones, el  lanza artículo controversial sobre #Biden y el presidente #Trump felicita al periódico.    \r\n\r', 'labels': ['Trump'], 'scores': [0.9936264157295227]}"
30,"{'sequence': '$MPWR muy buen valor  #Trump dio oportunidad de recargar  \r', 'labels': ['Trump'], 'scores': [0.9872612357139587]}","{'sequence': '📷 GALERÍA | #Trump o #Biden: ¿A quién apoyan los famosos?  \r', 'labels': ['Trump'], 'scores': [0.9518252611160278]}","{'sequence': 'En #EUA tanto #Trump como los #Republicanos tienen mucha prisa para que se apruebe la propuesta de la jueza #Barret: , profesora .  #AsíAmanece con  |    \r\n\r', 'labels': ['Trump'], 'scores': [0.9697550535202026]}","{'sequence': '#Election2020 #Biden #Trump #Canada #cdnpoli #polcan      \r', 'labels': ['Trump'], 'scores': [0.9190917611122131]}"
